,Time,Date,Route,Block ID,Element Key,Location,Side of Street,Paid,Load Zone,RPZ,ADA,Rideshare Vehicle,Notes,Picture
985,900,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,9,0,0,0,1,,
1009,1000,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,7,0,0,0,0,,
1033,1100,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,9,0,0,0,0,,
1057,1200,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,11,0,0,0,0,,
1081,1300,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,7,0,0,0,0,,
1105,1400,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,8,0,0,0,0,,
1129,1500,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,0,0,0,0,,
1178,1600,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,10,0,0,0,0,,
1202,1700,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,12,0,0,0,0,,
1226,1800,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,13,0,0,0,0,,
1250,1900,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,10,0,0,0,0,,
1274,2000,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,12,0,0,0,0,,
1298,2100,30-09-2021,PPEast,20,1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,12,0,0,0,0,,
973,900,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,6,0,0,0,0,,
997,1000,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,6,0,0,0,0,,
1021,1100,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,5,2,0,0,0,,
1045,1200,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,5,2,0,0,0,,
1069,1300,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,5,1,0,0,0,,
1093,1400,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,4,1,0,0,0,,
1117,1500,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,5,1,0,0,0,,
1166,1600,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,6,1,0,0,0,,
1190,1700,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,7,0,0,0,0,,
1214,1800,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,6,1,0,0,0,,
1238,1900,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,7,2,0,0,0,,
1262,2000,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,6,2,0,0,0,,
1286,2100,30-09-2021,PPEast,1,2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,9,0,0,0,0,,
132,900,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,10,0,0,0,0,,
151,1000,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,10,1,0,0,0,,
170,1100,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,10,1,0,0,0,,
189,1200,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,12,2,0,1,0,,
208,1300,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,9,2,0,1,0,plus 1 car illegal park in crosswalk ,
227,1400,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,10,1,0,1,0,plus 1 car illegal park in crosswalk ,
271,1500,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,10,1,0,0,0,one additional extra car illegally parked,
290,1600,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,9,1,0,0,0,one additional illegally parked car,
309,1700,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,9,1,0,1,0,plus one additional illegally parked car,
328,1800,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,11,2,0,0,0,,
347,1900,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,10,1,0,0,0,plus ilegally parked taxi,
366,2000,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,11,1,0,0,0,,
385,2100,30-09-2021,PPWest,,11878,MINOR AVE BETWEEN PIKE ST AND PINE ST,NE,13,0,0,0,0,,
12,900,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,0,0,0,0,0,,
37,1800,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,2,0,0,0,0,,
62,1900,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,3,0,0,0,0,,
87,2000,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,4,0,0,0,0,,
112,2100,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,4,0,0,0,0,,
251,1000,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,0,0,0,0,0,,
463,1100,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,0,0,0,0,0,,
668,1200,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,0,0,0,0,0,,
893,1300,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,0,0,0,0,0,,
1146,1400,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,1,0,0,0,0,,
1315,1500,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,1,0,0,0,0,,
1340,1600,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,0,0,0,0,0,,
1365,1700,30-09-2021,PPSouth,17,14397,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,NW,0,0,0,0,0,,
7,900,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,6,0,0,0,0,,
32,1800,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,0,0,0,0,0,,
57,1900,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,1,0,0,0,0,,
82,2000,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,8,0,0,0,0,,
107,2100,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,7,0,0,0,0,,
246,1000,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,5,0,0,0,0,,
458,1100,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,6,0,0,0,0,,
663,1200,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,6,0,0,0,0,,
888,1300,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,2,0,0,0,0,,
1141,1400,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,3,0,0,0,0,,
1310,1500,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,0,0,0,0,0,,
1335,1600,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,0,0,0,0,0,,
1360,1700,30-09-2021,PPSouth,18,14398,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,SE,0,0,0,0,0,,
130,900,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,permanent separated bike lane ,https://idax.blob.core.windows.net/images/4ff958de-bb4b-4ff4-83d2-7c6255378068-mobile.jpg
149,1000,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,no parking; separated bike lane ,
168,1100,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,no park; bike lane ,
187,1200,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,bike lane no park,
206,1300,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,bike lane no park ,
225,1400,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,bike lane no park ,
269,1500,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,bike lane; no parking,
288,1600,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,bike lane; no parking,
307,1700,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,bike lane; no parking,
326,1800,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,Bike lane; no parking,
345,1900,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,Bike lane; no parking,
364,2000,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,Bike lane; no parking,
383,2100,30-09-2021,PPWest,,14673,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,0,0,0,0,0,Bike lane; no parking,
11,900,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,4,0,0,1,0,,
36,1800,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,5,0,0,1,0,,
61,1900,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,5,1,0,1,0,,
86,2000,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,7,0,0,1,0,,
111,2100,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,6,0,0,2,0,,
250,1000,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,4,0,0,1,0,,
462,1100,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,5,1,0,1,0,,
667,1200,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,6,0,0,1,1,,
892,1300,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,3,0,0,1,1,,
1145,1400,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,3,0,0,1,1,,
1314,1500,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,4,0,0,1,1,,
1339,1600,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,5,1,0,1,1,,
1364,1700,30-09-2021,PPSouth,3,14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,5,0,0,1,0,,
685,900,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,4,0,0,2,1,on street dining?,https://idax.blob.core.windows.net/images/73ab17cd-d1e1-4d79-b2d4-d82d40157541-mobile.jpg
705,1000,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,5,0,0,1,2,,
725,1100,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,3,0,0,2,2,,
745,1200,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,5,0,0,1,1,,
765,1300,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,6,0,0,1,1,,
785,1400,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,4,0,0,2,0,,
805,1500,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,5,0,0,2,1,,
825,1600,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,5,1,0,2,1,,
845,1700,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,6,2,0,1,0,,
865,1800,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,5,1,0,1,0,,
910,1900,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,7,1,0,0,0,,
930,2000,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,6,1,0,0,0,,
950,2100,30-09-2021,PPSoutheast,3,14677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,N,8,1,0,0,0,,
692,900,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,3,5,0,0,0,,
712,1000,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,5,3,0,0,0,,
732,1100,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,5,3,0,0,0,,
752,1200,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,5,3,0,0,0,,
772,1300,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,5,2,0,0,0,,
792,1400,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,5,3,0,0,0,,
812,1500,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,4,3,0,0,0,,
832,1600,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,4,3,0,0,0,,
852,1700,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,5,2,0,1,0,,
872,1800,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,5,2,0,1,0,,
917,1900,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,7,2,0,0,0,,
937,2000,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,7,1,0,1,0,,
957,2100,30-09-2021,PPSoutheast,11,14678,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,S,6,2,0,0,0,,
412,900,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,5,0,0,0,0,,
430,1000,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,7,0,0,0,0,,
448,1100,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,6,0,0,0,0,,
491,1200,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,8,0,0,0,0,,
509,1300,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,7,1,0,0,0,,
527,1400,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,6,0,0,0,0,,
545,1500,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,6,0,0,0,0,,
563,1600,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,6,2,0,0,0,,
581,1700,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,6,1,0,0,0,,
599,1800,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,8,0,0,0,0,,
617,1900,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,9,1,0,0,0,,https://idax.blob.core.windows.net/images/936ca443-9e1a-4cb4-af6b-83693c219784-mobile.jpg
635,2000,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,9,2,0,0,0,,
653,2100,30-09-2021,PPNorth,,14697,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,9,1,0,0,0,,
407,900,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,3,1,0,0,0,,
425,1000,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,4,2,0,0,0,,
443,1100,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,3,1,0,0,0,,
486,1200,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,2,0,0,1,0,,
504,1300,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,6,1,0,0,0,,
522,1400,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,4,2,0,0,0,,
540,1500,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,3,2,0,0,0,,
558,1600,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,4,2,0,0,0,,
576,1700,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,6,1,0,0,0,,
594,1800,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,7,1,0,0,0,,
612,1900,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,8,0,0,0,0,,
630,2000,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,9,0,0,0,0,,
648,2100,30-09-2021,PPNorth,,14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,7,0,0,0,0,,
967,900,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,4,0,0,0,1,,
991,1000,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,3,0,0,0,1,,
1015,1100,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,4,0,0,0,1,,
1039,1200,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,5,1,0,0,0,,
1063,1300,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,6,0,0,0,1,,
1087,1400,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,3,1,0,0,0,,
1111,1500,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,7,1,0,0,0,,
1160,1600,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,5,0,0,0,0,,
1184,1700,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,6,0,0,0,0,,
1208,1800,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,7,0,0,0,0,,
1232,1900,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,6,1,0,0,0,,
1256,2000,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,6,1,0,0,0,,
1280,2100,30-09-2021,PPEast,2,14701,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,N,5,1,0,0,0,,
988,900,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,2,1,0,1,0,,
1012,1000,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,5,1,0,0,0,,
1036,1100,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,5,0,0,1,0,,
1060,1200,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,3,1,0,0,0,,
1084,1300,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,7,0,0,0,0,,
1108,1400,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,5,0,0,0,0,,
1132,1500,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,5,1,0,0,0,,
1181,1600,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,6,0,0,0,0,,
1205,1700,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,5,1,0,0,0,,
1229,1800,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,7,1,0,0,0,,
1253,1900,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,7,1,0,0,0,,
1277,2000,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,7,1,0,0,0,,
1301,2100,30-09-2021,PPEast,24,14702,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,S,6,1,0,0,0,,
17,900,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,2,0,0,0,0,,
42,1800,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,5,0,0,0,0,,
67,1900,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,7,0,0,0,0,,
92,2000,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,7,0,0,0,0,,
117,2100,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,5,0,0,0,0,,
256,1000,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,2,0,0,1,0,,
468,1100,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,3,0,0,0,0,,
673,1200,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,2,0,0,1,0,,
898,1300,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,2,0,0,1,0,,
1151,1400,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,0,0,0,1,0,,
1320,1500,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,1,0,0,0,0,,
1345,1600,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,3,0,0,0,0,,
1370,1700,30-09-2021,PPSouth,7,14949,E UNION ST BETWEEN SENECA ST AND BROADWAY,N,5,0,0,0,0,,
9,900,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,no parking available anywhere,https://idax.blob.core.windows.net/images/6a846dcf-9de0-403d-8647-f289c73fd028-mobile.jpg
34,1800,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
59,1900,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
84,2000,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
109,2100,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
248,1000,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
460,1100,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
665,1200,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
890,1300,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
1143,1400,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
1312,1500,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
1337,1600,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
1362,1700,30-09-2021,PPSouth,25,14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,0,0,0,0,0,,
10,900,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,6,1,0,0,0,,
35,1800,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,10,0,0,0,0,,
60,1900,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,8,0,0,0,0,,
85,2000,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,9,0,0,0,0,,
110,2100,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,10,0,0,0,0,,
249,1000,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,6,1,0,0,0,,
461,1100,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,6,1,0,0,0,,
