,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,1ST AVE BETWEEN BELL ST AND BATTERY ST,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N
2022-03-21 08:51:00,0.25,0.0,0.33299999999999996,0.375,-0.4740000000000001,0.5,0.667,0.16700000000000004,0.084,0.08300000000000002,-0.15399999999999991,0.0
2022-03-21 08:52:00,0.25,0.0,0.33299999999999996,0.375,-0.4740000000000001,0.5,0.667,0.16700000000000004,0.084,0.08300000000000002,-0.15399999999999991,0.0
2022-03-21 08:53:00,0.25,0.0,0.33299999999999996,0.375,-0.4740000000000001,0.5,0.667,0.16700000000000004,0.084,0.08300000000000002,-0.15399999999999991,0.0
2022-03-21 08:54:00,0.25,0.0,0.33299999999999996,0.375,-0.4740000000000001,0.5,0.667,0.16700000000000004,0.16699999999999998,0.08300000000000002,-0.15399999999999991,0.0
2022-03-21 08:55:00,0.25,0.0,0.33299999999999996,0.375,-0.4740000000000001,0.5,0.667,0.16700000000000004,0.084,0.08300000000000002,-0.15399999999999991,0.0
2022-03-21 08:56:00,0.25,0.0,0.33299999999999996,0.375,-0.4740000000000001,0.5,0.667,0.16700000000000004,0.084,0.08300000000000002,-0.15399999999999991,0.0
2022-03-21 08:57:00,0.2849999999999999,0.0,0.33299999999999996,0.375,-0.4740000000000001,0.5,0.667,0.16700000000000004,0.0,0.08300000000000002,-0.23099999999999998,0.0
2022-03-21 08:58:00,0.2849999999999999,0.0,0.4159999999999999,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.08300000000000002,-0.15399999999999991,0.0
2022-03-21 08:59:00,0.25,0.0,0.4159999999999999,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.08300000000000002,-0.15399999999999991,0.0
2022-03-21 09:00:00,0.25,0.0,0.4159999999999999,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.12500000000000006,-0.15399999999999991,0.0
2022-03-21 09:01:00,0.25,0.0,0.4159999999999999,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.12500000000000006,-0.15399999999999991,0.0
2022-03-21 09:02:00,0.25,0.0,0.4159999999999999,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.12500000000000006,-0.30799999999999994,0.0
2022-03-21 09:03:00,0.25,0.0,0.4159999999999999,0.5,-0.527,0.5,0.667,0.16700000000000004,0.0,0.08400000000000002,-0.23099999999999998,0.0
2022-03-21 09:04:00,0.21399999999999997,0.0,0.4159999999999999,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.15400000000000003,0.0
2022-03-21 09:05:00,0.21399999999999997,0.0,0.4159999999999999,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.15400000000000003,0.0
2022-03-21 09:06:00,0.17799999999999994,0.0,0.33299999999999996,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.07700000000000007,0.0
2022-03-21 09:07:00,0.17799999999999994,0.0,0.33299999999999996,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,0.0,0.0
2022-03-21 09:08:00,0.17799999999999994,0.0,0.33299999999999996,0.375,-0.527,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.07699999999999996,0.0
2022-03-21 09:09:00,0.17799999999999994,0.0,0.33299999999999996,0.5,-0.527,0.5,0.667,0.16700000000000004,0.0,0.125,-0.15400000000000003,0.0
2022-03-21 09:10:00,0.17799999999999994,0.0,0.33299999999999996,0.5,-0.527,0.5,0.667,0.16700000000000004,0.0,0.125,-0.15400000000000003,0.0
2022-03-21 09:11:00,0.17799999999999994,0.0,0.33299999999999996,0.5,-0.527,0.5,0.667,0.16700000000000004,0.0,0.125,-0.15400000000000003,0.0
2022-03-21 09:12:00,0.17799999999999994,0.0,0.33299999999999996,0.5,-0.527,0.5,0.667,0.16700000000000004,0.0,0.125,-0.07700000000000007,0.0
2022-03-21 09:13:00,0.17799999999999994,0.0,0.33299999999999996,0.5,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.084,0.125,-0.2310000000000001,0.0
2022-03-21 09:14:00,0.17799999999999994,0.0,0.33299999999999996,0.5,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.125,-0.2310000000000001,0.0
2022-03-21 09:15:00,0.17799999999999994,0.0,0.25,0.5,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.2310000000000001,0.0
2022-03-21 09:16:00,0.17799999999999994,0.0,0.25,0.5,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.2310000000000001,0.0
2022-03-21 09:17:00,0.1419999999999999,0.0,0.25,0.625,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.2310000000000001,0.0
2022-03-21 09:18:00,0.1419999999999999,0.0,0.16699999999999998,0.625,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.2310000000000001,0.0
2022-03-21 09:19:00,0.1419999999999999,0.0,0.16699999999999998,0.625,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:20:00,0.1419999999999999,0.0,0.08399999999999996,0.625,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:21:00,0.1419999999999999,0.0,0.08399999999999996,0.625,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:22:00,0.1419999999999999,0.0,0.08399999999999996,0.625,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:23:00,0.10699999999999998,0.14300000000000002,0.08399999999999996,0.625,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:24:00,0.10699999999999998,0.14300000000000002,0.16699999999999998,0.625,-0.5790000000000001,0.5,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:25:00,0.10699999999999998,0.14300000000000002,0.08300000000000002,0.625,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.084,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:26:00,0.10699999999999998,0.0,0.08300000000000002,0.625,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.084,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:27:00,0.10699999999999998,0.0,0.08300000000000002,0.625,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.084,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:28:00,0.10699999999999998,0.0,0.08300000000000002,0.5,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.084,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:29:00,0.10699999999999998,0.0,0.08300000000000002,0.5,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.084,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:30:00,0.07200000000000006,0.14300000000000002,0.08300000000000002,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:31:00,0.07200000000000006,0.14300000000000002,0.08300000000000002,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:32:00,0.07200000000000006,0.14300000000000002,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:33:00,0.07200000000000006,0.0,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:34:00,0.07200000000000006,0.0,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.30800000000000005,0.0
2022-03-21 09:35:00,0.07200000000000006,0.0,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.2310000000000001,0.0
2022-03-21 09:36:00,0.07200000000000006,0.0,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:37:00,0.07200000000000006,0.0,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:38:00,0.07200000000000006,0.0,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:39:00,0.07200000000000006,0.0,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.0,-0.30800000000000005,0.0
2022-03-21 09:40:00,0.07200000000000006,0.0,0.0,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.0,-0.30800000000000005,0.0
2022-03-21 09:41:00,0.10699999999999998,0.0,0.08299999999999996,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.0,-0.30800000000000005,0.0
2022-03-21 09:42:00,0.10699999999999998,0.0,0.08299999999999996,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.0,-0.2310000000000001,0.0
2022-03-21 09:43:00,0.10699999999999998,0.0,0.08299999999999996,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.0,-0.2310000000000001,0.0
2022-03-21 09:44:00,0.10699999999999998,-0.143,0.08400000000000007,0.375,-0.5790000000000001,0.25,0.667,0.16700000000000004,0.0,0.0,-0.2310000000000001,0.0
2022-03-21 09:45:00,0.10699999999999998,-0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.2310000000000001,0.0
2022-03-21 09:46:00,0.10699999999999998,-0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.2310000000000001,0.0
2022-03-21 09:47:00,0.10699999999999998,-0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:48:00,0.10699999999999998,-0.143,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:49:00,0.14300000000000002,-0.143,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.0,-0.23099999999999998,0.0
2022-03-21 09:50:00,0.14300000000000002,-0.143,0.0,0.375,-0.5790000000000001,-0.25,0.667,0.16700000000000004,0.0,-0.08400000000000007,-0.23099999999999998,0.0
2022-03-21 09:51:00,0.14300000000000002,0.0,0.0,0.375,-0.5790000000000001,-0.25,0.667,0.16700000000000004,0.0,-0.08400000000000007,-0.23099999999999998,0.0
2022-03-21 09:52:00,0.14300000000000002,0.0,0.0,0.375,-0.5790000000000001,-0.25,0.667,0.16700000000000004,0.0,-0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:53:00,0.14300000000000002,0.0,0.0,0.375,-0.5790000000000001,-0.25,0.667,0.16700000000000004,0.0,-0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:54:00,0.14300000000000002,0.0,0.0,0.375,-0.5790000000000001,-0.25,0.667,0.16700000000000004,0.0,-0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:55:00,0.17799999999999994,0.0,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,-0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:56:00,0.17799999999999994,-0.143,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,-0.04200000000000004,-0.30800000000000005,0.0
2022-03-21 09:57:00,0.17799999999999994,-0.143,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.040999999999999925,-0.30800000000000005,0.0
2022-03-21 09:58:00,0.17799999999999994,-0.143,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.040999999999999925,-0.30800000000000005,0.0
2022-03-21 09:59:00,0.17799999999999994,-0.143,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.040999999999999925,-0.30800000000000005,0.0
2022-03-21 10:00:00,0.17799999999999994,-0.143,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.0,-0.30800000000000005,0.0
2022-03-21 10:01:00,0.17799999999999994,-0.143,0.0,0.375,-0.5790000000000001,0.0,0.667,0.16700000000000004,0.0,0.08299999999999996,-0.23099999999999998,0.0
2022-03-21 10:02:00,0.1419999999999999,0.0,0.0,0.375,-0.5790000000000001,0.0,0.667,0.08400000000000007,0.0,0.08299999999999996,-0.23099999999999998,0.0
2022-03-21 10:03:00,0.1419999999999999,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.08400000000000007,0.0,0.08299999999999996,-0.15400000000000003,0.0
2022-03-21 10:04:00,0.1419999999999999,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.08400000000000007,0.0,0.08299999999999996,-0.15400000000000003,0.0
2022-03-21 10:05:00,0.10699999999999998,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.08400000000000007,0.0,0.08299999999999996,-0.15400000000000003,0.0
2022-03-21 10:06:00,0.1419999999999999,0.143,0.08400000000000007,0.5,-0.5790000000000001,0.0,0.667,0.08400000000000007,0.0,0.08299999999999996,-0.15400000000000003,0.0
2022-03-21 10:07:00,0.10699999999999998,0.143,0.08400000000000007,0.5,-0.5790000000000001,0.0,0.667,0.0,0.0,0.08299999999999996,-0.15400000000000003,0.0
2022-03-21 10:08:00,0.10699999999999998,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.0,0.0,0.08299999999999996,-0.15400000000000003,0.0
2022-03-21 10:09:00,0.10699999999999998,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.0,0.0,0.12499999999999994,-0.07699999999999996,0.0
2022-03-21 10:10:00,0.10699999999999998,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.0,0.0,0.08400000000000002,-0.15400000000000003,0.0
2022-03-21 10:11:00,0.07099999999999995,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.08400000000000002,-0.15400000000000003,0.0
2022-03-21 10:12:00,0.07099999999999995,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.0,0.0,0.08400000000000002,-0.15400000000000003,0.0
2022-03-21 10:13:00,0.07099999999999995,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.08400000000000002,-0.15400000000000003,0.0
2022-03-21 10:14:00,0.07099999999999995,0.143,0.08400000000000007,0.375,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.08400000000000002,-0.15400000000000003,0.0
2022-03-21 10:15:00,0.07099999999999995,0.143,0.16700000000000004,0.375,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.08400000000000002,-0.15400000000000003,0.0
2022-03-21 10:16:00,0.07099999999999995,0.143,0.16700000000000004,0.375,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.08400000000000002,-0.15400000000000003,0.0
2022-03-21 10:17:00,0.07099999999999995,0.143,0.16700000000000004,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.08400000000000002,-0.15400000000000003,0.0
2022-03-21 10:18:00,0.07099999999999995,0.42799999999999994,0.16700000000000004,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.08300000000000002,-0.15400000000000003,0.0
2022-03-21 10:19:00,0.07099999999999995,0.42799999999999994,0.16700000000000004,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.15400000000000003,0.0
2022-03-21 10:20:00,0.07099999999999995,0.28600000000000003,0.16700000000000004,0.375,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.08300000000000002,-0.30800000000000005,0.0
2022-03-21 10:21:00,0.07099999999999995,0.28600000000000003,0.16599999999999993,0.375,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.385,0.0
2022-03-21 10:22:00,0.07099999999999995,0.28600000000000003,0.16599999999999993,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.385,0.0
2022-03-21 10:23:00,0.07099999999999995,0.28600000000000003,0.16599999999999993,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.385,0.0
2022-03-21 10:24:00,0.10699999999999998,0.143,0.16599999999999993,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.385,0.0
2022-03-21 10:25:00,0.10699999999999998,0.143,0.16599999999999993,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.385,0.0
2022-03-21 10:26:00,0.10699999999999998,0.143,0.16599999999999993,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.46199999999999997,0.0
2022-03-21 10:27:00,0.07200000000000006,0.286,0.16599999999999993,0.5,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.46199999999999997,0.0
2022-03-21 10:28:00,0.03600000000000003,0.429,0.16599999999999993,0.375,-0.5790000000000001,0.0,0.667,0.0,-0.083,0.125,-0.46199999999999997,0.0
